1.0896,1.0335,1.0299,1.0424,1.0579,1.0277,1.0194,1.0147,1.011,1.0072,1.0023,0.9955,0.98429,0.96546,0.93145,0.86812,0.75752,0.57367,0.34572,0.31196,0.28761,0.26969,0.25224,0.23671,0.22274,0.21026,0.19906,0.18846,0.17919,0.17071,0.16268,0.15176,0.14654,0.13957,0.13059,0.12587,0.11957,0.11355,0.10816,0.10447,0.10194,0.10053,0.099636,0.098397,0.096527,0.093499,0.089763,0.085487,0.081222,0.077273,0.074266,0.072226,0.070919,0.070598,0.07117,0.072309,0.073872,0.075008,0.075837,0.076074,0.075143,0.073539,0.071042,0.068536,0.066175,0.064558,0.06366,0.063804,0.064542,0.066343,0.067437,0.069878,0.074191,0.076409,0.078792,0.080603,0.082895,0.083274,0.083231,0.082921,0.082447,0.080712,0.079867,0.079615,0.079518,0.079738,0.080321,0.080928,0.081957,0.083053,0.08413,0.08465,0.085422,0.086387,0.087447,0.087138,0.086906,0.086095,0.08469,0.082723,0.079901,0.076818,0.076581,0.080668,0.085823,0.088752,0.08877,0.086555,0.083614,0.080591,0.078715,0.078597,0.079732,0.082265,0.084539,0.087514,0.090725,0.093807,0.096717,0.099847,0.10247,0.10494,0.10721,0.10888,0.11004,0.11062,0.11056,0.10975,0.10805,0.10597,0.10273,0.098572,0.093366,0.086388,0.079076,0.070642,0.0651,0.063167,0.062433,0.062033,0.061855,0.061969,0.062305,0.063007,0.064122,0.065648,0.067738,0.070666,0.074135,0.079155,0.083859,0.091247,0.095873,0.096943,0.09522,0.092583,0.089816,0.087808,0.086041,0.08501,0.084465,0.084281,0.084418,0.084965,0.085789,0.087028,0.088178,0.089723,0.091271,0.093287,0.095251,0.096971,0.09915,0.10087,0.10279,0.10484,0.10628,0.10766,0.10901,0.11007,0.11077,0.11108,0.11108,0.11071,0.10999,0.10859,0.10684,0.10444,0.1013,0.098184,0.095584,0.092171,0.08798,0.082873,0.079054,0.079339,0.080893,0.082028,0.083592,0.085462
0.99737,0.96145,0.81657,0.37424,0.25399,0.19935,0.16052,0.13233,0.11081,0.091305,0.080777,0.069088,0.059519,0.051579,0.046858,0.045709,0.046099,0.043385,0.038524,0.034915,0.035139,0.038125,0.042,0.043743,0.042209,0.039731,0.040219,0.044169,0.051256,0.058361,0.062261,0.063155,0.063393,0.063171,0.064296,0.066769,0.069939,0.072218,0.074708,0.074094,0.070682,0.067008,0.076718,0.078088,0.072541,0.071445,0.076046,0.083196,0.090323,0.096715,0.10155,0.10368,0.1021,0.09667,0.085654,0.06921,0.062963,0.063032,0.064173,0.066634,0.071078,0.079963,0.091766,0.09221,0.085792,0.081029,0.079156,0.079626,0.081784,0.085291,0.089422,0.093936,0.098429,0.10224,0.10468,0.10548,0.10412,0.099518,0.093844,0.086923,0.077772,0.081646,0.086372,0.090863,0.094987,0.098721,0.10219,0.1049,0.10724,0.10894,0.11028,0.11082,0.11125,0.11108,0.11069,0.10956,0.10853,0.10694,0.10526,0.10367,0.10238,0.10166,0.10187,0.10379,0.1093,0.11908,0.11993,0.10998,0.10106,0.094453,0.09063,0.089131,0.089108,0.090627,0.092989,0.096544,0.10163,0.10637,0.11266,0.11823,0.12462,0.13064,0.13574,0.14035,0.14503,0.1481,0.1504,0.15124,0.15066,0.14787,0.14355,0.13545,0.12326,0.10708,0.098456,0.095439,0.09297,0.090091,0.087713,0.085516,0.083076,0.080992,0.079322,0.077563,0.075677,0.074187,0.072798,0.071762,0.070477,0.069378,0.068402,0.067692,0.066991,0.066417,0.065902,0.065534,0.065272,0.065148,0.065155,0.065297,0.065458,0.065823,0.06615,0.066734,0.067298,0.067947,0.068775,0.06972,0.07059,0.071811,0.072919,0.074175,0.075516,0.077102,0.078693,0.080311,0.0818,0.083587,0.085811,0.087884,0.089669,0.091748,0.094308,0.09643,0.098469,0.10133,0.10358,0.10614,0.10893,0.11134,0.11408,0.11689,0.12039,0.12339,0.12651,0.12901,0.1326,0.13557,0.13917,0.14194
0.75711,0.22346,0.12957,0.083799,0.057559,0.042523,0.032108,0.027376,0.029412,0.026054,0.025753,0.032245,0.035183,0.033485,0.042341,0.056095,0.05922,0.059879,0.06361,0.069254,0.072401,0.066106,0.077449,0.070368,0.076315,0.089439,0.10019,0.10218,0.090265,0.065151,0.065544,0.069893,0.08296,0.092167,0.080573,0.078294,0.082209,0.089857,0.098091,0.10349,0.1022,0.093002,0.078275,0.086262,0.095652,0.10349,0.10973,0.11412,0.11653,0.11696,0.11569,0.11318,0.11005,0.10673,0.10615,0.11477,0.12049,0.10151,0.091434,0.088325,0.090833,0.097059,0.10658,0.11762,0.12828,0.13854,0.14601,0.14949,0.14816,0.13848,0.11781,0.096583,0.091247,0.086827,0.082378,0.078906,0.075554,0.072774,0.070481,0.068545,0.067123,0.066088,0.065404,0.065166,0.065319,0.065831,0.066781,0.068043,0.069652,0.071586,0.074043,0.076626,0.079481,0.082855,0.086454,0.090259,0.094003,0.098551,0.10348,0.10849,0.1134,0.11896,0.12518,0.13083,0.13697,0.14318,0.1499,0.15641,0.16385,0.17047,0.17738,0.18573,0.19489,0.20978,0.22681,0.23993,0.25001,0.25968,0.26838,0.27434,0.28016,0.28445,0.28808,0.29085,0.29224,0.2924,0.29225,0.29089,0.28888,0.28576,0.28272,0.27851,0.2734,0.2677,0.26067,0.25447,0.24625,0.23957,0.2298,0.22271,0.21431,0.2052,0.19746,0.18999,0.18291,0.17658,0.17174,0.16951,0.17033,0.17859,0.18127,0.15828,0.14274,0.12934,0.11935,0.11262,0.10777,0.10454,0.1032,0.10328,0.10447,0.10712,0.11057,0.1152,0.12093,0.12678,0.13384,0.13992,0.14773,0.15688,0.16484,0.17206,0.18109,0.18777,0.19685,0.20323,0.20906,0.21596,0.22022,0.22424,0.2275,0.22932,0.22971,0.22845,0.22488,0.21884,0.2094,0.19317,0.18308,0.18203,0.18074,0.17927,0.17802,0.17693,0.17571,0.17449,0.1733,0.17213,0.171,0.16966
0.25899,0.10139,0.053319,0.031262,0.021998,0.019582,0.021862,0.022486,0.031029,0.030983,0.043912,0.056862,0.058586,0.064511,0.071794,0.065988,0.076089,0.073221,0.090565,0.10243,0.092964,0.065752,0.069118,0.08356,0.087793,0.077826,0.082178,0.092857,0.10214,0.10078,0.086319,0.085845,0.099789,0.11012,0.117,0.12023,0.11971,0.1159,0.11117,0.10841,0.11943,0.10948,0.091565,0.088424,0.094781,0.107,0.12203,0.13638,0.14599,0.14849,0.13846,0.10759,0.092128,0.085633,0.080284,0.075459,0.071924,0.06911,0.066932,0.065712,0.065204,0.065464,0.066334,0.068007,0.07044,0.073286,0.077013,0.081107,0.085981,0.091144,0.09742,0.10378,0.11041,0.11753,0.12602,0.134,0.14242,0.15205,0.16174,0.17134,0.18131,0.19165,0.21008,0.23211,0.25005,0.26176,0.27294,0.28212,0.28878,0.2934,0.29579,0.29637,0.29549,0.29273,0.28899,0.28467,0.277,0.26905,0.25984,0.24869,0.23792,0.22706,0.21514,0.20314,0.19209,0.18333,0.17572,0.17081,0.1737,0.18722,0.15541,0.13647,0.12201,0.11103,0.1055,0.1033,0.10346,0.106,0.11102,0.11737,0.12513,0.13439,0.14502,0.15592,0.16771,0.17803,0.1885,0.1992,0.20731,0.21575,0.22272,0.22715,0.2293,0.22874,0.22477,0.21505,0.19645,0.18273,0.18109,0.17938,0.17768,0.17583,0.17428,0.17265,0.17105,0.1695,0.16779,0.16639,0.16485,0.16339,0.16196,0.16069,0.15916,0.15777,0.15641,0.15516,0.15382,0.15248,0.15139,0.15014,0.14894,0.14772,0.14639,0.14528,0.14417,0.14315,0.14187,0.1408,0.1397,0.13875,0.13765,0.13666,0.13568,0.13472,0.13377,0.13285,0.13181,0.13091,0.13002,0.12915,0.12828,0.12726,0.12641,0.12556,0.12477,0.12397,0.12322,0.12244,0.12152,0.12077,0.12002,0.11928,0.11861,0.11792,0.11719,0.11636,0.11567,0.115,0.1144,0.11375
0.19216,0.072335,0.037462,0.021073,0.015524,0.016703,0.018862,0.022883,0.030204,0.031656,0.050208,0.057027,0.059526,0.067625,0.071641,0.072546,0.07058,0.081246,0.098491,0.10092,0.073895,0.068183,0.076125,0.09421,0.07913,0.079503,0.089214,0.10007,0.10197,0.090275,0.083677,0.098426,0.11022,0.11824,0.12211,0.12206,0.11832,0.1128,0.10987,0.1222,0.10737,0.090946,0.088698,0.095949,0.1089,0.12425,0.13865,0.14725,0.14692,0.13162,0.097,0.089242,0.083165,0.077893,0.073777,0.070207,0.067816,0.066103,0.065332,0.065294,0.06604,0.067502,0.069862,0.072562,0.076112,0.080346,0.085178,0.090896,0.096615,0.10337,0.11033,0.11765,0.1264,0.13471,0.14411,0.1533,0.16273,0.17319,0.18433,0.19503,0.2159,0.23591,0.25291,0.26676,0.27753,0.2859,0.29243,0.2966,0.29866,0.2989,0.29701,0.29373,0.2899,0.28377,0.27588,0.26654,0.256,0.24545,0.2334,0.22242,0.20911,0.19762,0.18718,0.17841,0.17263,0.17332,0.18757,0.16305,0.13951,0.1224,0.1124,0.10599,0.10331,0.10338,0.10577,0.11118,0.11745,0.12552,0.13529,0.14594,0.15778,0.16875,0.17898,0.19048,0.20088,0.20976,0.2179,0.22383,0.22815,0.22929,0.22782,0.22136,0.20848,0.1851,0.18184,0.18007,0.17834,0.17669,0.1747,0.1732,0.17151,0.16987,0.1683,0.16657,0.16514,0.16359,0.16212,0.16068,0.15937,0.15797,0.15638,0.15506,0.15379,0.15245,0.15111,0.14998,0.14856,0.14738,0.14616,0.14499,0.14399,0.14274,0.14164,0.14059,0.13935,0.13823,0.13722,0.13622,0.1352,0.13423,0.13316,0.13221,0.13128,0.13025,0.12935,0.12858,0.12768,0.12662,0.12576,0.12492,0.12408,0.12329,0.12249,0.1217,0.12092,0.12002,0.1193,0.11855,0.11781,0.11714,0.11643,0.11574,0.11491,0.11422,0.11361,0.11296,0.11234,0.1117,0.11092,0.11032
0.18216,0.068049,0.034858,0.020592,0.014983,0.012245,0.015497,0.017325,0.022511,0.028937,0.030075,0.044162,0.055851,0.057803,0.061971,0.069249,0.070811,0.073487,0.071291,0.078566,0.094537,0.10285,0.092436,0.067251,0.07027,0.079729,0.093996,0.07951,0.078414,0.085791,0.096208,0.10233,0.098392,0.084309,0.086762,0.1003,0.11068,0.11848,0.1228,0.12395,0.12209,0.11756,0.11268,0.11135,0.12524,0.10856,0.092463,0.088005,0.092408,0.10179,0.115,0.12891,0.14047,0.14731,0.14682,0.1348,0.10271,0.091832,0.085875,0.080783,0.076319,0.07269,0.069751,0.067642,0.066192,0.065362,0.065203,0.065705,0.066676,0.068295,0.070628,0.073199,0.076402,0.080374,0.084755,0.089454,0.094778,0.10048,0.10673,0.11304,0.11981,0.12707,0.13497,0.14273,0.15108,0.16032,0.16895,0.17915,0.18838,0.19875,0.21731,0.23813,0.25169,0.26535,0.27526,0.28395,0.29058,0.29518,0.29863,0.30038,0.30076,0.29916,0.29649,0.29235,0.28911,0.28229,0.27468,0.26629,0.25776,0.24688,0.23765,0.22638,0.21508,0.20421,0.19464,0.1854,0.17747,0.17335,0.17395,0.1873,0.17123,0.14655,0.12984,0.11815,0.11039,0.1054,0.10321,0.10327,0.10575,0.10955,0.1147,0.12112,0.12997,0.13915,0.14766,0.15771,0.1685,0.17867,0.18781,0.1975,0.20565,0.2141,0.21998,0.22489,0.22813,0.22924,0.22778,0.22352,0.21385,0.19658,0.18266,0.18108,0.17952,0.17796,0.17644,0.17502,0.17339,0.17189,0.17042,0.169,0.16759,0.16628,0.16478,0.16346,0.16215,0.16083,0.15958,0.15845,0.15721,0.15577,0.15459,0.15348,0.15228,0.15111,0.14996,0.14898,0.14793,0.14677,0.14579,0.14462,0.14359,0.14255,0.14166,0.14048,0.13954,0.13863,0.1376,0.1367,0.13582,0.13494,0.13394,0.13326,0.13234,0.13141,0.13069,0.12977,0.12899,0.12809,0.12739,0.12663
0.18076,0.068061,0.035332,0.019954,0.014297,0.011224,0.011284,0.014407,0.016337,0.020635,0.026901,0.029183,0.033534,0.049397,0.055968,0.057819,0.06176,0.068749,0.07196,0.065749,0.076894,0.070865,0.082181,0.096297,0.10303,0.095595,0.069334,0.069459,0.074405,0.088864,0.089447,0.078735,0.078382,0.084697,0.09391,0.10102,0.10174,0.09311,0.078864,0.090011,0.10139,0.1109,0.11839,0.12299,0.12491,0.12438,0.12179,0.11747,0.11331,0.11197,0.1222,0.11623,0.096634,0.088929,0.088879,0.094517,0.10379,0.11544,0.12718,0.13804,0.14547,0.14787,0.14295,0.1272,0.097572,0.091026,0.086063,0.081329,0.077429,0.073953,0.071183,0.069007,0.067251,0.066021,0.065374,0.06521,0.06552,0.066348,0.06755,0.069224,0.071428,0.074,0.076621,0.080297,0.08384,0.087776,0.092357,0.09755,0.10275,0.10769,0.11341,0.11963,0.12653,0.13305,0.13989,0.14694,0.15451,0.16282,0.17072,0.17834,0.18722,0.19611,0.21091,0.22877,0.24445,0.25608,0.26807,0.27728,0.28401,0.29022,0.29475,0.2986,0.30071,0.3019,0.30188,0.30041,0.29774,0.29453,0.29149,0.28626,0.2801,0.27277,0.26507,0.25696,0.24912,0.23993,0.23051,0.22017,0.21153,0.20123,0.19302,0.18489,0.17873,0.1739,0.17324,0.18006,0.18623,0.1632,0.14333,0.12791,0.11834,0.11115,0.10646,0.10367,0.10297,0.10389,0.10611,0.10984,0.11492,0.12087,0.12866,0.13522,0.14321,0.15323,0.16135,0.17012,0.1791,0.18746,0.19631,0.20399,0.21002,0.21654,0.22241,0.22604,0.22852,0.22921,0.22815,0.22447,0.21765,0.20563,0.18626,0.18224,0.18076,0.17938,0.17802,0.17668,0.17537,0.17414,0.17268,0.17137,0.1701,0.16885,0.16763,0.16643,0.16523,0.16399,0.16278,0.16161,0.16048,0.15938,0.15828,0.1573,0.15626,0.15499,0.15398,0.15298,0.15192,0.15087,0.14985,0.14887
0.184,0.069809,0.035944,0.021887,0.013361,0.011286,0.0095046,0.010155,0.013863,0.015615,0.01892,0.024726,0.028334,0.029208,0.037843,0.053001,0.056094,0.057781,0.060832,0.067363,0.071709,0.069388,0.07307,0.074312,0.072147,0.083712,0.09581,0.10297,0.099384,0.080484,0.068641,0.071374,0.077415,0.093146,0.088766,0.079132,0.077826,0.082497,0.089926,0.09787,0.10211,0.10027,0.09183,0.078987,0.089195,0.1001,0.10914,0.11629,0.12166,0.12469,0.12585,0.12516,0.12279,0.11877,0.115,0.11242,0.11644,0.12737,0.10871,0.093986,0.088432,0.088732,0.093228,0.10128,0.11053,0.12193,0.13196,0.14063,0.14619,0.14758,0.14305,0.12987,0.10416,0.093144,0.087883,0.083646,0.080107,0.076538,0.073682,0.071286,0.069175,0.067575,0.066422,0.065574,0.065263,0.065258,0.065749,0.066445,0.067597,0.069005,0.070711,0.073005,0.075502,0.078317,0.081213,0.084653,0.088498,0.092307,0.096649,0.10112,0.10584,0.11121,0.11641,0.12234,0.12729,0.13416,0.13948,0.14697,0.15321,0.16014,0.16731,0.17446,0.1816,0.18979,0.19779,0.21074,0.22393,0.24015,0.25203,0.26226,0.27128,0.27881,0.28602,0.29127,0.2958,0.29872,0.30097,0.30243,0.30281,0.30231,0.30105,0.2987,0.29609,0.29223,0.28813,0.28316,0.27753,0.27152,0.26473,0.25749,0.24857,0.24125,0.23257,0.22308,0.21531,0.20669,0.19813,0.1917,0.18418,0.17841,0.17469,0.17348,0.17723,0.18922,0.17661,0.15229,0.13882,0.1271,0.11761,0.11149,0.10722,0.10444,0.10302,0.10322,0.10438,0.10722,0.11074,0.11523,0.12052,0.12635,0.13346,0.14012,0.14774,0.15597,0.16359,0.17097,0.17866,0.18683,0.19333,0.2007,0.20722,0.21358,0.21854,0.22293,0.22636,0.22849,0.22919,0.22851,0.22623,0.22193,0.21369,0.20114,0.18386,0.18228,0.18076,0.17952,0.17832,0.17712,0.17595,0.1748
0.18573,0.071334,0.037068,0.022501,0.0157,0.010471,0.0095105,0.0085182,0.0097875,0.01266,0.014781,0.01785,0.023087,0.026925,0.028494,0.030938,0.041421,0.054534,0.056156,0.057778,0.060038,0.065656,0.070186,0.072061,0.066289,0.077162,0.072794,0.073168,0.083408,0.094865,0.10234,0.10223,0.091112,0.069447,0.069887,0.072798,0.079291,0.094485,0.089248,0.079791,0.077415,0.080212,0.086304,0.093552,0.099713,0.10226,0.099637,0.091654,0.07912,0.087756,0.096966,0.10583,0.11341,0.11928,0.12343,0.12587,0.12666,0.12582,0.12394,0.12058,0.11631,0.11364,0.11352,0.12123,0.12382,0.1052,0.094089,0.088614,0.088221,0.091816,0.097725,0.10586,0.11594,0.12538,0.13398,0.14133,0.14629,0.14757,0.14419,0.13552,0.1158,0.095406,0.090854,0.08637,0.083029,0.07954,0.076558,0.073961,0.071783,0.069802,0.068284,0.067007,0.066083,0.065476,0.06523,0.065315,0.065683,0.066347,0.067237,0.068518,0.070076,0.071833,0.07379,0.076351,0.078798,0.081437,0.084685,0.088049,0.091365,0.095285,0.099172,0.10329,0.10776,0.11261,0.11685,0.12198,0.12762,0.13248,0.1382,0.14328,0.15011,0.15599,0.16226,0.1686,0.1749,0.18195,0.18905,0.19507,0.20565,0.2179,0.23277,0.24366,0.25475,0.26381,0.27195,0.27972,0.28465,0.29023,0.29416,0.29802,0.3004,0.30223,0.30318,0.30345,0.30306,0.30171,0.30005,0.29749,0.29502,0.29214,0.28713,0.28213,0.27735,0.2714,0.26513,0.25942,0.25221,0.24405,0.23735,0.22903,0.22087,0.21444,0.20728,0.19884,0.19288,0.18603,0.18067,0.17685,0.17371,0.17447,0.18003,0.1884,0.17562,0.15452,0.13967,0.13004,0.12044,0.11429,0.10926,0.10544,0.10379,0.10304,0.10317,0.10464,0.10628,0.10931,0.11331,0.117,0.12256,0.12833,0.13403,0.13987,0.14717,0.15394,0.1613,0.16762,0.17583,0.18267,0.18985,0.19641
0.18866,0.073022,0.03805,0.023333,0.01489,0.010771,0.0091908,0.0082751,0.0080068,0.0094389,0.012078,0.014261,0.01661,0.021027,0.025395,0.027787,0.028818,0.033538,0.044476,0.055611,0.0562,0.057825,0.059569,0.06402,0.068998,0.0721,0.070505,0.068178,0.077847,0.071592,0.073799,0.083205,0.093664,0.10142,0.10327,0.097217,0.080344,0.069019,0.070995,0.074046,0.08062,0.094549,0.090634,0.081002,0.077428,0.078683,0.083033,0.089261,0.096009,0.1007,0.10225,0.099294,0.091804,0.080297,0.084893,0.094786,0.10304,0.11015,0.11648,0.12124,0.12456,0.12649,0.12713,0.12661,0.12449,0.12214,0.11819,0.11521,0.11326,0.11548,0.12537,0.12152,0.10521,0.094413,0.089006,0.087967,0.09016,0.095109,0.10199,0.10986,0.11876,0.12686,0.1351,0.14124,0.14582,0.14757,0.14548,0.13931,0.12547,0.10253,0.093645,0.089564,0.085925,0.082555,0.079695,0.077019,0.074599,0.072279,0.070509,0.068858,0.067643,0.066648,0.065926,0.065402,0.065247,0.065268,0.065611,0.06616,0.066974,0.067886,0.069153,0.070836,0.072414,0.074341,0.076268,0.078846,0.081443,0.083924,0.086792,0.090362,0.093288,0.096746,0.10043,0.10435,0.1082,0.11277,0.11726,0.12206,0.12653,0.13058,0.13598,0.14088,0.14695,0.15118,0.15753,0.16321,0.16857,0.17468,0.18066,0.18675,0.19389,0.19995,0.21079,0.22341,0.23518,0.24679,0.25505,0.26527,0.27141,0.27794,0.28367,0.2887,0.29269,0.29613,0.29925,0.30129,0.3028,0.30385,0.30409,0.30372,0.30287,0.30139,0.29907,0.29673,0.29488,0.29118,0.28729,0.28311,0.27804,0.27255,0.26708,0.26183,0.25581,0.24773,0.24103,0.23411,0.22767,0.22193,0.21395,0.2075,0.20187,0.19447,0.18846,0.18316,0.17875,0.1758,0.17412,0.17531,0.181,0.1898,0.17487,0.15787,0.14304,0.13438,0.12591,0.1183,0.11233,0.10861,0.10566,0.10384
