50.532,50.505,50.509,50.594,50.608,50.655,50.637,50.583,50.571,50.563,50.519,50.594,50.568,50.493,50.452,50.384,50.654,50.632,50.385,50.615,50.438,50.238,50.287,50.333,50.465,50.135,49.939,49.99,49.963,49.941,49.829,49.949,49.938,49.788,49.58,49.561,49.556,49.524,49.542
50.5,50.569,50.731,50.646,50.586,50.505,50.651,50.446,50.362,50.346,50.58,50.558,50.439,50.214,50.331,50.008,49.969,50.111,50.028,49.898,49.837,49.936,49.762,49.689,49.584,49.555,49.535,49.599,49.57,49.53,49.542,49.537,49.535,49.539,49.557,49.564,49.543,49.54,49.537
50.492,50.55,50.481,50.604,50.621,50.565,50.51,50.227,50.522,50.517,49.876,49.911,49.825,49.817,49.682,49.753,49.598,49.642,49.547,49.539,49.565,49.533,49.543,49.549,49.536,49.615,49.546,49.543,49.545,49.558,49.557,49.557,49.556,49.56,49.59,49.551,49.712,49.551,49.533
50.573,50.569,50.51,50.438,50.185,50.088,50.075,50.088,49.83,49.857,49.732,49.692,49.584,49.535,49.535,49.536,49.542,49.605,49.534,49.536,49.538,49.541,49.544,49.549,49.555,49.563,49.565,49.608,49.584,49.725,49.718,49.723,49.55,49.509,49.547,49.578,49.681,49.667,49.669
50.589,50.577,50.273,50.186,50.048,49.864,50.008,49.667,49.59,49.619,49.605,49.593,49.592,49.595,49.533,49.534,49.536,49.542,49.543,49.556,49.581,49.555,49.548,49.568,49.736,49.556,49.704,49.557,49.588,49.658,49.662,49.66,49.686,49.69,49.64,49.658,49.673,49.661,49.691
50.485,50.57,49.896,50.045,49.834,49.768,49.55,49.603,49.535,49.528,49.528,49.531,49.532,49.538,49.54,49.557,49.557,49.554,49.559,49.581,49.557,49.721,49.685,49.568,49.586,49.665,49.676,49.678,49.675,49.664,49.666,49.664,49.658,49.695,49.586,49.609,49.648,49.549,49.494
50.026,50.426,49.844,49.739,49.56,49.544,49.579,49.532,49.526,49.605,49.549,49.536,49.553,49.567,49.554,49.562,49.75,49.735,49.554,49.561,49.569,49.668,49.677,49.689,49.677,49.657,49.675,49.667,49.668,49.699,49.575,49.545,49.493,49.677,49.397,49.364,49.365,49.353,49.37
49.965,50.071,49.658,49.556,49.538,49.534,49.541,49.529,49.532,49.537,49.553,49.554,49.556,49.724,49.57,49.719,49.58,49.59,49.675,49.696,49.658,49.685,49.653,49.649,49.683,49.644,49.651,49.658,49.561,49.403,49.371,49.352,49.36,49.368,49.373,49.394,49.377,49.41,49.427
49.895,49.821,49.618,49.542,49.533,49.536,49.529,49.547,49.542,49.556,49.714,49.725,49.734,49.707,49.694,49.535,49.674,49.704,49.657,49.66,49.676,49.701,49.676,49.567,49.516,49.419,49.376,49.353,49.361,49.367,49.378,49.373,49.445,49.427,49.436,49.438,49.43,49.42,49.422
49.84,49.706,49.545,49.581,49.551,49.53,49.534,49.549,49.557,49.569,49.733,49.768,49.505,49.711,49.677,49.658,49.67,49.665,49.662,49.66,49.524,49.548,49.44,49.384,49.359,49.366,49.371,49.37,49.436,49.428,49.44,49.438,49.417,49.421,49.422,49.425,49.425,49.424,49.42
