-0.11356,0.03769,-0.1534,0.015582,0.11837,-0.054739,0.25003,-0.31172,-0.020812,0.083692,-0.065013,-0.18473,-0.33461,-0.0025858,0.005365,0.21193,-0.13295,-0.089365,0.068528,0.019442,0.30553,-0.11559,0.009264,0.052753,-0.31187,0.16632,-0.68138,0.32631,0.25592,1.2838,0.61897,-0.78276,-1.3505,-0.95839,-0.33567,-0.16975,-0.44216,-0.0053581,0.010279
-0.19357,0.062148,-0.013556,0.066154,0.056526,-0.18815,0.093375,-0.0062065,0.15298,-0.20227,-0.047977,-0.13795,-0.10254,-0.12499,-0.27622,0.29454,-0.086867,0.46408,-0.37331,-2.5549,-1.4831,-0.16313,0.02526,-0.86916,0.057004,-0.050702,0.091396,0.28733,0.2621,-0.20801,-0.05338,0.11141,0.15489,-0.063843,-0.09691,-0.015808,0.19711,0.29737,-0.024028
-0.1349,-0.074123,0.18336,-0.17151,0.0051906,-0.0090631,-0.06196,-0.18693,0.061232,-0.33368,-0.41303,0.18849,0.062778,0.048115,0.49427,1.4669,-1.5346,0.041859,-0.16401,-0.24748,0.21038,-0.042412,0.016212,-0.1392,-0.016986,-0.14822,0.14288,-0.063294,-0.1745,0.42199,-2.2764,0.12682,0.27918,1.9932,0.026386,0.1468,-1.6454,-2.3986,1.6652
0.082776,0.041463,0.0091928,0.058467,-0.090878,-0.28927,0.2188,-0.179,-0.089502,-0.2034,0.23129,-0.52521,0.43412,-0.47875,-0.0075164,0.19429,-0.086317,-0.28967,0.15902,-0.12128,0.0058903,0.00054964,0.3625,0.16234,-2.3817,0.06568,-1.3922,-1.9217,-1.749,-2.4754,-0.54692,-0.17298,0.64478,-0.4752,0.8554,0.49938,0.068918,0.34711,-0.010132
0.044316,-0.052505,-0.064198,-0.079005,-0.062653,-0.47964,0.65467,-0.28634,0.51267,-0.12514,-0.1649,-0.024259,-0.26323,0.015032,0.15901,0.065936,0.076017,0.10697,-0.08234,-1.1612,-0.20659,0.032127,-0.24957,1.8137,-0.061961,0.65746,-0.77694,1.3125,0.39081,-0.93955,-0.098886,-0.35551,0.43951,-0.0079993,0.18571,-0.067957,-0.21544,-0.23751,0.16105
0.18059,0.060548,-0.13302,-1.1719,-0.012823,-0.89314,-0.089308,-0.38462,-0.063654,0.010983,-0.043061,0.054583,-0.021631,0.19971,0.029675,-1.4177,2.1384,2.02,2.4016,-1.0804,-0.073761,0.56838,-0.18232,0.98667,0.24129,1.0434,-0.36594,-0.68003,0.011502,0.11407,0.070293,-0.38006,-0.095034,-0.34626,-0.21199,-0.3598,0.10152,0.14005,0.077748
0.83567,0.32819,0.61851,-1.5571,0.46051,-0.0046925,0.13088,-0.028827,0.042676,-0.2277,-0.17881,0.11378,-1.1995,-0.13387,-1.1067,0.33736,0.23955,2.6214,0.21191,0.13169,1.0263,1.6843,-0.60019,-0.32555,0.32618,0.062645,-0.042063,-0.094699,-0.41673,-0.46978,0.23122,0.14175,0.031171,0.68679,-0.30366,-0.032449,-0.13426,-0.012051,-0.47956
0.022584,0.04375,0.13926,0.4613,-0.11203,0.017156,-0.0014984,-0.022884,0.20238,-2.7439,-1.4973,-0.15047,0.18629,-1.7731,-1.7513,0.081369,0.4153,0.81804,0.36165,-0.90222,-0.17557,0.34931,0.10461,-0.23816,-0.068472,-0.1227,0.24894,0.16669,0.51097,-0.051082,-0.13109,-0.081529,-0.090479,-0.01614,0.2012,-0.44096,-0.080551,-2.3809,-0.7662
0.0028036,2.1939,0.46983,0.042406,-0.086676,-0.13511,0.081392,-0.12068,-0.28967,-0.93929,1.9651,-0.045673,0.83417,-0.69018,-0.77809,0.27399,2.3545,-0.59788,-0.047014,-0.20343,-0.10958,-0.0056445,0.094277,0.13905,-0.13438,0.30897,-0.17743,-0.69626,0.10094,-0.39606,0.81674,-0.54176,0.68717,0.73281,1.0157,0.96273,1.7726,-0.023774,-0.049327
-1.5546,0.20626,0.076737,-0.12557,-0.1802,-0.053475,0.062205,-1.4416,-0.041029,-2.2985,-0.75074,-0.41007,-0.68622,0.35648,-0.13751,-0.23359,0.002679,-0.26371,-0.20222,0.017807,0.36908,0.090659,0.31879,-0.16969,-0.18465,0.24131,0.013603,-0.55262,1.0774,0.12212,0.85491,1.1166,0.68096,-0.020055,-0.055664,-0.077052,-0.075229,-0.10634,-0.026782
-0.78064,-0.15433,0.26586,-0.2243,-0.11251,0.035282,-1.7458,-1.6442,-0.41728,-0.16242,0.79475,-0.29107,-0.14959,-0.27432,-0.18791,-0.069607,-0.34867,-0.026441,0.26408,-0.020595,0.036243,-0.10868,-0.1771,-0.029134,0.22915,1.2033,0.3013,0.97146,1.4802,0.014119,-0.015578,-0.077214,-0.062514,-0.090653,-0.032371,0.079017,-0.013942,0.0003212,0.0067095
0.27441,-0.034848,0.041942,0.033684,0.1031,-1.6985,0.090674,1.1268,0.4251,0.54134,0.27728,0.11023,0.43818,-0.12709,-0.055859,0.19335,-0.23473,-0.68026,0.081365,-0.12848,-0.26209,-0.0215,0.051321,-2.5897,0.25362,0.52702,1.7643,0.0092256,-0.046221,-0.05269,-0.080267,-0.017774,0.027186,0.01175,-0.035831,0.0128,0.0027514,0.0039513,0.001084
