1.0951,1.0557,1.0531,1.0533,1.0491,1.0503,1.0598,1.0764,1.0578,1.0727,1.0308,1.0216,1.0174,1.0148,1.0129,1.0111,1.0093,1.0074,1.0052,1.0028,0.99995,0.99643,0.99196,0.98634,0.9789,0.96906,0.95603,0.93843,0.91485,0.88339,0.84142,0.78523,0.71152,0.61737,0.49959,0.35862,0.3288,0.3134,0.30034
1.0732,1.1058,1.0533,1.033,1.0211,1.0165,1.0137,1.0114,1.0093,1.007,1.0044,1.0013,0.99733,0.99225,0.98543,0.97609,0.96307,0.94488,0.91896,0.88253,0.83116,0.76008,0.66391,0.53645,0.37701,0.32563,0.30578,0.28941,0.2751,0.26223,0.25046,0.23969,0.22968,0.22037,0.21165,0.2035,0.19583,0.18867,0.18195
1.0205,1.0155,1.0125,1.0099,1.0072,1.004,0.99994,0.99465,0.98727,0.9765,0.96056,0.93658,0.90038,0.84607,0.76539,0.64915,0.48828,0.33781,0.30762,0.28541,0.26676,0.25046,0.23597,0.22284,0.2109,0.19996,0.18994,0.18068,0.17214,0.16423,0.1572,0.15025,0.14409,0.13821,0.13275,0.12739,0.12231,0.11783,0.11329
1.0106,1.0073,1.0034,0.99825,0.99073,0.9794,0.96133,0.93194,0.88367,0.80533,0.68171,0.49829,0.33182,0.29566,0.26912,0.24725,0.22847,0.212,0.19743,0.18436,0.17259,0.16198,0.15239,0.1437,0.13603,0.12856,0.12205,0.11606,0.11038,0.10502,0.099794,0.095041,0.090637,0.086416,0.082366,0.078412,0.074633,0.070953,0.06746
1.0038,0.99754,0.98778,0.97152,0.9428,0.8914,0.79869,0.64027,0.39861,0.30442,0.26805,0.24,0.21685,0.19725,0.1803,0.16554,0.15256,0.14107,0.13095,0.12205,0.11406,0.10673,0.10045,0.094413,0.088633,0.08354,0.078774,0.074332,0.070048,0.065982,0.06203,0.058285,0.055156,0.052837,0.051494,0.05104,0.051057,0.051168,0.050831
0.99417,0.97953,0.95152,0.89608,0.78569,0.57868,0.33101,0.27554,0.23831,0.2094,0.18582,0.16622,0.14959,0.13537,0.12321,0.11278,0.10387,0.095843,0.088639,0.082252,0.076476,0.071167,0.066273,0.061767,0.057428,0.053354,0.049592,0.046712,0.044981,0.044489,0.044716,0.044863,0.044684,0.043493,0.041869,0.039474,0.036797,0.034812,0.033702
0.97844,0.94256,0.86285,0.6885,0.37145,0.27757,0.23121,0.19712,0.17052,0.14907,0.13151,0.11689,0.10479,0.094521,0.085956,0.07818,0.071589,0.066032,0.060515,0.055685,0.051118,0.047017,0.043099,0.040397,0.039261,0.03941,0.03995,0.039878,0.038981,0.037133,0.034596,0.032209,0.030807,0.03077,0.03183,0.033747,0.036027,0.038287,0.039993
0.95132,0.86682,0.65962,0.32921,0.25176,0.20456,0.17047,0.14445,0.12401,0.10795,0.094558,0.083721,0.074997,0.067366,0.061027,0.055141,0.050069,0.045424,0.041088,0.037349,0.035223,0.034988,0.035647,0.036125,0.035359,0.033559,0.030951,0.028894,0.028277,0.029275,0.031401,0.034071,0.03655,0.038138,0.038073,0.037172,0.035903,0.035768,0.036748
0.90545,0.72022,0.34004,0.24427,0.19117,0.15456,0.12774,0.10736,0.091595,0.079254,0.069498,0.061328,0.054637,0.048822,0.043754,0.03906,0.035151,0.032057,0.031418,0.032206,0.032927,0.032332,0.030412,0.028013,0.026476,0.027135,0.029377,0.032331,0.035023,0.036748,0.036479,0.035164,0.034259,0.035421,0.038476,0.043508,0.049398,0.055682,0.057916
0.8301,0.47588,0.25681,0.19038,0.14805,0.1186,0.097157,0.081325,0.0691,0.059834,0.052047,0.045788,0.040568,0.0357,0.031448,0.028743,0.028582,0.029803,0.030281,0.029141,0.026705,0.025065,0.025633,0.028166,0.031445,0.034269,0.035373,0.034718,0.033566,0.03406,0.037287,0.042964,0.049472,0.055105,0.057782,0.058444,0.05927,0.059038,0.059568
0.71497,0.3033,0.2051,0.1512,0.1164,0.092433,0.075319,0.062894,0.053315,0.045885,0.039924,0.034801,0.030248,0.026831,0.025961,0.027139,0.028127,0.027244,0.024861,0.023728,0.025206,0.028525,0.03205,0.034171,0.034026,0.032787,0.03334,0.037135,0.043656,0.050988,0.056212,0.057617,0.058597,0.058697,0.059066,0.060651,0.063404,0.066546,0.069327
